project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,gazetteer_adm_code,gazetteer_adm_name,location_class,geographic_exactness,project_title,start_actual_isodate,end_actual_isodate,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,ad_purpose_codes,ad_purpose_names,status,transactions_start_year,transactions_end_year,project_total_commitments,total_disbursements,even_split_commitments,even_split_disbursements,recommended_for_research,umbrella,year,year_uncertain,crs_sector_code,crs_sector_name,flow,all_recipients,recipient_condensed,sources_count,funding_agency,cofinancing_agency,implementing_agency,recipient_agencies,recipient_agencies_count,flow_class,intent,amount,currency,deflators_used,exchange_rates_used,usd_defl_2014,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,source_triangulation,field_completeness,round_coded
34898,34898_3345497,1,3345497,Uacu Cungo,-11.35669,15.11719,PPL,populated place,6295630|6255146|AO|06|3345497,Earth|Africa|Angola|Kwanza Sul|Uacu Cungo,2,1,"China gives 54,006,958 as part of a loan to Angola for Irrigation for Luena, Caxito, Gandjelas, and Waco-Kungo, Second Phase (Linked to IDs #42029 and #34784)",,2009-03-18,CHN,Angola,AGO,310,"Agriculture, Forestry and Fishing",,,Completion,2007,2007,79108242,,19777060.5,,TRUE,FALSE,2007,FALSE,310,"Agriculture, Forestry and Fishing",Loan (excluding debt rescheduling),Angola,Angola,2,"Export-Import Bank of China, Government Agency",,"Sinohydro Corporation, State-Owned Company",,,OOF-like,Development,48606262,USD,0.614427284,1,79108242,48606262,,2007-09-18,2009-03-18,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Caxito, Gandgelas, Luena, Waco-Kungo",,5,9,AdditionalCoded
34924,34924_145757,1,145757,Dundo,-7.36643,20.81557,PPL,populated place,6295630|6255146|AO|17|145775|145757,Earth|Africa|Angola|Luanda Norte|Chitato|Dundo,2,1,"Rehabilitation and Expansion of MT/BT Networks in Luanda-Sul, Luanda-Norte, Dundo, Saurimo (Linked to ID #42029)",,,CHN,Angola,AGO,230,Energy Generation and Supply,,,Implementation,2006,2006,93253053,,23313263.25,,TRUE,FALSE,2006,TRUE,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Angola,Angola,2,"Export-Import Bank of China, Government Agency",,,,,OOF-like,Development,50697236,USD,0.543652291,1,93253053,50697236,,,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Luanda-Sul, Luanda-Norte, Dundo, Saurimo",,5,7,AdditionalCoded
34924,34924_11592391,1,11592391,Luanda-Sul,-8.90127,13.18093,PPL,populated place,6295630|6255146|AO|20|11592391,Earth|Africa|Angola|Luanda|Luanda-Sul,2,1,"Rehabilitation and Expansion of MT/BT Networks in Luanda-Sul, Luanda-Norte, Dundo, Saurimo (Linked to ID #42029)",,,CHN,Angola,AGO,230,Energy Generation and Supply,,,Implementation,2006,2006,93253053,,23313263.25,,TRUE,FALSE,2006,TRUE,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Angola,Angola,2,"Export-Import Bank of China, Government Agency",,,,,OOF-like,Development,50697236,USD,0.543652291,1,93253053,50697236,,,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Luanda-Sul, Luanda-Norte, Dundo, Saurimo",,5,7,AdditionalCoded
34925,34925_145757,2,145757,Dundo,-7.36643,20.81557,PPL,populated place,6295630|6255146|AO|17|145775|145757,Earth|Africa|Angola|Luanda Norte|Chitato|Dundo,2,2,"Phase 2: Rehabilitation and Reinforcing of Water Systems in Luanda-Sul, Luanda-Norte, Dundo, Saurimo (Linked to ID #42029) ",,,CHN,Angola,AGO,140,Water Supply and Sanitation,,,Implementation,2006,2006,,,,,TRUE,FALSE,2006,TRUE,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Angola,Angola,2,"Export-Import Bank of China, Government Agency",,,,,OOF-like,Development,,,,,,,,,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Luanda-Sul, Luanda-Norte, Dundo, Saurimo",,5,6,AdditionalCoded
34958,34958_1735103,1,1735103,Batu Maung,5.2851,100.29004,PPL,populated place,6295630|6255147|MY|09|1735103,Earth|Asia|Malaysia|Penang|Batu Maung,2,1,EXIM Bank preferential buyer's credit for Penang Second Crossing Bridge Project,,2014-03-01,CHN,Malaysia,MYS,210,Transport and Storage,,,Completion,2007,2007,1302025514,,434008504.666667,,TRUE,FALSE,2007,FALSE,210,Transport and Storage,Export credits,Malaysia,Malaysia,28,"Export-Import Bank of China, Government Agency",,"Jambatan Kedua Sdn. Bhd., State-Owned Company; China Harbour Engineering Co., Ltd., State-Owned Company; UEM Group (United Engineers Malaysia Berhad), Private Sector","Jambatan Kedua Sdn. Bhd., State-Owned Company; UEM Group (United Engineers Malaysia Berhad), Private Sector",2,OOF-like,Mixed,800000000,USD,0.614427284,1,1302025514,800000000,,,2014-03-01,,1,820,751,Malaysia,MYS,MY,458,548,FALSE,TRUE,FALSE,Concessional,3,20,,39.03,Penang,"Tan Sri Koh Tsu Koon, Penang Chief Minister ; Bo Xi Lai, China Minister of Commerce ; Nor Mohamed Yakcop, Second Finance Minister ; Sun Zi Yu, China Harbor Chief Executive",9,9,AdditionalCoded
34958,34958_1780777,1,1780777,Batu Kawan,5.25822,100.42876,PPL,populated place,6295630|6255147|MY|09|1780777,Earth|Asia|Malaysia|Penang|Batu Kawan,2,1,EXIM Bank preferential buyer's credit for Penang Second Crossing Bridge Project,,2014-03-01,CHN,Malaysia,MYS,210,Transport and Storage,,,Completion,2007,2007,1302025514,,434008504.666667,,TRUE,FALSE,2007,FALSE,210,Transport and Storage,Export credits,Malaysia,Malaysia,28,"Export-Import Bank of China, Government Agency",,"Jambatan Kedua Sdn. Bhd., State-Owned Company; China Harbour Engineering Co., Ltd., State-Owned Company; UEM Group (United Engineers Malaysia Berhad), Private Sector","Jambatan Kedua Sdn. Bhd., State-Owned Company; UEM Group (United Engineers Malaysia Berhad), Private Sector",2,OOF-like,Mixed,800000000,USD,0.614427284,1,1302025514,800000000,,,2014-03-01,,1,820,751,Malaysia,MYS,MY,458,548,FALSE,TRUE,FALSE,Concessional,3,20,,39.03,Penang,"Tan Sri Koh Tsu Koon, Penang Chief Minister ; Bo Xi Lai, China Minister of Commerce ; Nor Mohamed Yakcop, Second Finance Minister ; Sun Zi Yu, China Harbor Chief Executive",9,9,AdditionalCoded
35122,35122_1171554,1,1171554,Mahmūd Kot,30.19346,71.01208,PPL,populated place,6295630|6255147|PK|04|1171554,Earth|Asia|Pakistan|Punjab|Mahmūd Kot,2,1,China Export-Import Bank commits supplier's credit of US$102 million to Pakistan for white oil pipeline,,,CHN,Pakistan,PAK,230,Energy Generation and Supply,,,Completion,2001,2001,231896037,,46379207.4,,TRUE,FALSE,2001,FALSE,230,Energy Generation and Supply,Strategic/Supplier Credit,Pakistan,Pakistan,7,"Export-Import Bank of China, Government Agency",,"China Petroleum Pipeline Engineering Corporation (CPPEC), State-Owned Company; Pak-Arab Pipeline Company (PAPCO), Private Sector","Pak-Arab Pipeline Company (PAPCO), Private Sector",1,OOF-like,Mixed,102000000,USD,0.439852277,1,231896037,102000000,,,,,1,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,,,,,,"Port Qasim, Karachi and Mahmud Kot, Multan",,6,9,AdditionalCoded
35122,35122_1179252,1,1179252,Fāzilpur,29.04996,70.80563,PPL,populated place,6295630|6255147|PK|04|1179252,Earth|Asia|Pakistan|Punjab|Fāzilpur,2,1,China Export-Import Bank commits supplier's credit of US$102 million to Pakistan for white oil pipeline,,,CHN,Pakistan,PAK,230,Energy Generation and Supply,,,Completion,2001,2001,231896037,,46379207.4,,TRUE,FALSE,2001,FALSE,230,Energy Generation and Supply,Strategic/Supplier Credit,Pakistan,Pakistan,7,"Export-Import Bank of China, Government Agency",,"China Petroleum Pipeline Engineering Corporation (CPPEC), State-Owned Company; Pak-Arab Pipeline Company (PAPCO), Private Sector","Pak-Arab Pipeline Company (PAPCO), Private Sector",1,OOF-like,Mixed,102000000,USD,0.439852277,1,231896037,102000000,,,,,1,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,,,,,,"Port Qasim, Karachi and Mahmud Kot, Multan",,6,9,AdditionalCoded
35306,35306_1343101,1,1343101,Dodar Bāzār,26.2337,64.66159,PPL,populated place,6295630|6255147|PK|02|1343101,Earth|Asia|Pakistan|Balochistān|Dodar Bāzār,2,1,CDB Loan for Duddar Zinc-lead project,,,CHN,Pakistan,PAK,320,"Industry, Mining, Construction",,,Completion,2005,2005,106062868,,106062868,,TRUE,FALSE,2005,FALSE,320,"Industry, Mining, Construction",Loan (excluding debt rescheduling),Pakistan,Pakistan,9,"China Development Bank (CDB), Government Agency",,"China Metallurgical Group Corporation, State-Owned Company; Pakistan Minerals Development Company (PMDC), State-Owned Company","Pakistan Minerals Development Company (PMDC), State-Owned Company",1,OOF-like,Mixed,54000000,USD,0.509132,1,106062868,54000000,,,,,1,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,,,,,,Duddar,"Mei Jia Xiang, Provincial Chief ",10,9,AdditionalCoded
35401,35401_1166751,1,1166751,Rumra,25.38694,63.73972,PPL,populated place,6295630|6255147|PK|02|1166751,Earth|Asia|Pakistan|Balochistān|Rumra,2,1,China gives $200 million Loan to Pakistan for Gwadar Coastal Highway Project,,,CHN,Pakistan,PAK,210,Transport and Storage,,,Completion,2006,2006,367882199,,36788219.9,,TRUE,FALSE,2006,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Pakistan,Pakistan,7,"Export-Import Bank of China, Government Agency",,,,,OOF-like,Mixed,200000000,USD,0.543652291,1,367882199,200000000,,,,,1,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,No Information,,,,,Gwadar,,6,8,AdditionalCoded
35401,35401_1168312,1,1168312,Pasni,25.26302,63.46921,PPL,populated place,6295630|6255147|PK|02|1168312,Earth|Asia|Pakistan|Balochistān|Pasni,2,1,China gives $200 million Loan to Pakistan for Gwadar Coastal Highway Project,,,CHN,Pakistan,PAK,210,Transport and Storage,,,Completion,2006,2006,367882199,,36788219.9,,TRUE,FALSE,2006,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Pakistan,Pakistan,7,"Export-Import Bank of China, Government Agency",,,,,OOF-like,Mixed,200000000,USD,0.543652291,1,367882199,200000000,,,,,1,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,No Information,,,,,Gwadar,,6,8,AdditionalCoded
35401,35401_1172018,1,1172018,Liāri,25.68842,66.49072,PPL,populated place,6295630|6255147|PK|02|1172018,Earth|Asia|Pakistan|Balochistān|Liāri,2,1,China gives $200 million Loan to Pakistan for Gwadar Coastal Highway Project,,,CHN,Pakistan,PAK,210,Transport and Storage,,,Completion,2006,2006,367882199,,36788219.9,,TRUE,FALSE,2006,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Pakistan,Pakistan,7,"Export-Import Bank of China, Government Agency",,,,,OOF-like,Mixed,200000000,USD,0.543652291,1,367882199,200000000,,,,,1,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,No Information,,,,,Gwadar,,6,8,AdditionalCoded
35401,35401_1174886,1,1174886,Kappar,25.28617,62.71356,PPL,populated place,6295630|6255147|PK|02|1174886,Earth|Asia|Pakistan|Balochistān|Kappar,2,1,China gives $200 million Loan to Pakistan for Gwadar Coastal Highway Project,,,CHN,Pakistan,PAK,210,Transport and Storage,,,Completion,2006,2006,367882199,,36788219.9,,TRUE,FALSE,2006,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Pakistan,Pakistan,7,"Export-Import Bank of China, Government Agency",,,,,OOF-like,Mixed,200000000,USD,0.543652291,1,367882199,200000000,,,,,1,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,No Information,,,,,Gwadar,,6,8,AdditionalCoded
35401,35401_1184910,1,1184910,Aghor,25.43926,65.54763,PPL,populated place,6295630|6255147|PK|02|1184910,Earth|Asia|Pakistan|Balochistān|Aghor,2,1,China gives $200 million Loan to Pakistan for Gwadar Coastal Highway Project,,,CHN,Pakistan,PAK,210,Transport and Storage,,,Completion,2006,2006,367882199,,36788219.9,,TRUE,FALSE,2006,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Pakistan,Pakistan,7,"Export-Import Bank of China, Government Agency",,,,,OOF-like,Mixed,200000000,USD,0.543652291,1,367882199,200000000,,,,,1,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,No Information,,,,,Gwadar,,6,8,AdditionalCoded
35401,35401_1168700,1,1168700,Ormāra,25.2088,64.6357,PPL,populated place,6295630|6255147|PK|02|1168700,Earth|Asia|Pakistan|Balochistān|Ormāra,2,1,China gives $200 million Loan to Pakistan for Gwadar Coastal Highway Project,,,CHN,Pakistan,PAK,210,Transport and Storage,,,Completion,2006,2006,367882199,,36788219.9,,TRUE,FALSE,2006,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Pakistan,Pakistan,7,"Export-Import Bank of China, Government Agency",,,,,OOF-like,Mixed,200000000,USD,0.543652291,1,367882199,200000000,,,,,1,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,No Information,,,,,Gwadar,,6,8,AdditionalCoded
35401,35401_11610649,1,11610649,Winder,25.38536,66.66465,PPL,populated place,6295630|6255147|PK|02|11610649,Earth|Asia|Pakistan|Balochistān|Winder,2,1,China gives $200 million Loan to Pakistan for Gwadar Coastal Highway Project,,,CHN,Pakistan,PAK,210,Transport and Storage,,,Completion,2006,2006,367882199,,36788219.9,,TRUE,FALSE,2006,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Pakistan,Pakistan,7,"Export-Import Bank of China, Government Agency",,,,,OOF-like,Mixed,200000000,USD,0.543652291,1,367882199,200000000,,,,,1,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,No Information,,,,,Gwadar,,6,8,AdditionalCoded
35401,35401_11610650,1,11610650,Kund Malir,25.3941,65.46251,PPL,populated place,6295630|6255147|PK|02|11610650,Earth|Asia|Pakistan|Balochistān|Kund Malir,2,1,China gives $200 million Loan to Pakistan for Gwadar Coastal Highway Project,,,CHN,Pakistan,PAK,210,Transport and Storage,,,Completion,2006,2006,367882199,,36788219.9,,TRUE,FALSE,2006,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Pakistan,Pakistan,7,"Export-Import Bank of China, Government Agency",,,,,OOF-like,Mixed,200000000,USD,0.543652291,1,367882199,200000000,,,,,1,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,No Information,,,,,Gwadar,,6,8,AdditionalCoded
35918,35918_3466641,1,3466641,Catu,-12.35306,-38.37889,PPL,populated place,6295630|6255150|BR|05|6320805|3466641,Earth|South America|Brazil|Bahia|Catu|Catu,2,1,CDB loans $750 million USD for GASCAC Pipeline,,,CHN,Brazil,BRA,230,Energy Generation and Supply,,,Completion,2008,2008,1034184820,,206836964,,TRUE,FALSE,2008,FALSE,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Brazil,Brazil,19,"China Development Bank (CDB), Government Agency","Brazilian Development Bank (BNDES), State-Owned Company","Petrobras, State-Owned Company; Sinopec International Petroleum Service Corporation (SINOPEC)","Brazilian Development Bank (BNDES), State-Owned Company; Petrobras, State-Owned Company",2,OOF-like,Commercial,750000000,USD,0.725208865,1,1034184820,750000000,,,,,1,140,431,Brazil,BRA,BR,76,223,FALSE,TRUE,FALSE,Non-Concessional,,,,,"Rio de Janeiro; VitÍ_ria, Cacimbas; Catu, Bahia","Guido Mantega, Minister of Planning ; Marcelo Barreiro, Director of investor relations (Confab Industrial S.A.)",10,9,AdditionalCoded
36701,36701_3471196,2,3471196,Bagé,-31.33139,-54.10694,PPL,populated place,6295630|6255150|BR|23|6324118|3471196,Earth|South America|Brazil|Rio Grande do Sul|Bagé|Bagé,2,2,China to finance construction of Candiota 3 power plant in Brazil,2007-04-20,,CHN,Brazil,BRA,230,Energy Generation and Supply,,,Completion,2007,2007,940379314,,940379314,,TRUE,FALSE,2007,FALSE,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Brazil,Brazil,8,"China International Trust and Investment Corporation (CITIC), State-Owned Company; China Development Bank (CDB), Government Agency",,"Companhia Riograndense de MineraÍ_Í£o (CRM), Private Sector; Thermal Generation Company of Electric Power (CGTEE), State-Owned Company; Eletrobras, State-Owned Company","Companhia Riograndense de MineraÍ_Í£o (CRM), Private Sector; Thermal Generation Company of Electric Power (CGTEE), State-Owned Company; Eletrobras, State-Owned Company",3,OOF-like,Commercial,1130000000,BRL,0.614427284,1.947058333,940379314,577794707,2007-04-20,,,,1,140,431,Brazil,BRA,BR,76,223,FALSE,TRUE,FALSE,Non-Concessional,,,,,"Candiota, Rio Grande do Sul","JoÍ£o Carlos Vieira, President (Companhia Riograndense de MineraÍ_Í£o (CRM))",8,9,AdditionalCoded
37103,37103_187661,1,187661,Mariakani,-3.86332,39.47362,PPL,populated place,6295630|6255146|KE|28|187661,Earth|Africa|Kenya|Kwale|Mariakani,2,1,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2014,2014,1633000000,,204125000,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,12,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,OOF-like,Mixed,1633000000,USD,1,1,1633000000,1633000000,,,,,1,501,248,Kenya,KEN,KE,404,664,FALSE,TRUE,FALSE,Some Information,,10,5,,Nairobi; Mombasa,,14,9,AdditionalCoded
37103,37103_200787,1,200787,Athi River,-1.4563,36.97826,PPL,populated place,6295630|6255146|KE|31|200787,Earth|Africa|Kenya|Machakos|Athi River,2,1,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2014,2014,1633000000,,204125000,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,12,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,OOF-like,Mixed,1633000000,USD,1,1,1633000000,1633000000,,,,,1,501,248,Kenya,KEN,KE,404,664,FALSE,TRUE,FALSE,Some Information,,10,5,,Nairobi; Mombasa,,14,9,AdditionalCoded
37103,37103_188123,1,188123,Makindu,-2.28524,37.82654,PPL,populated place,6295630|6255146|KE|32|188123,Earth|Africa|Kenya|Makueni|Makindu,2,1,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2014,2014,1633000000,,204125000,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,12,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,OOF-like,Mixed,1633000000,USD,1,1,1633000000,1633000000,,,,,1,501,248,Kenya,KEN,KE,404,664,FALSE,TRUE,FALSE,Some Information,,10,5,,Nairobi; Mombasa,,14,9,AdditionalCoded
37103,37103_179750,1,179750,Sultan Hamud,-2.019,37.37167,PPL,populated place,6295630|6255146|KE|32|179750,Earth|Africa|Kenya|Makueni|Sultan Hamud,2,1,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2014,2014,1633000000,,204125000,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,12,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,OOF-like,Mixed,1633000000,USD,1,1,1633000000,1633000000,,,,,1,501,248,Kenya,KEN,KE,404,664,FALSE,TRUE,FALSE,Some Information,,10,5,,Nairobi; Mombasa,,14,9,AdditionalCoded
37103,37103_178522,1,178522,Voi,-3.39605,38.55609,PPL,populated place,6295630|6255146|KE|47|178522,Earth|Africa|Kenya|Taita Taveta|Voi,2,1,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2014,2014,1633000000,,204125000,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,12,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,OOF-like,Mixed,1633000000,USD,1,1,1633000000,1633000000,,,,,1,501,248,Kenya,KEN,KE,404,664,FALSE,TRUE,FALSE,Some Information,,10,5,,Nairobi; Mombasa,,14,9,AdditionalCoded
37793,37793_2202064,2,2202064,Nadi,-17.80309,177.41617,PPL,populated place,6295630|6255151|FJ|05|2203798|2202064,Earth|Oceania|Fiji|Western|Ba Province|Nadi,2,2,China grants Fiji FJD 1.17 million for conference,,,CHN,Fiji,FJI,150,Government and Civil Society,,,Completion,2006,2006,1243144,,1243144,,TRUE,FALSE,2006,FALSE,150,Government and Civil Society,Grant,Fiji,Fiji,2,"Unspecified Chinese Government Institution, Government Agency",,,,,OOF-like,Mixed,1170000,FJD,0.543652291,1.731183333,1243144,675838,,,,,1,950,832,Fiji,FJI,FJ,242,819,FALSE,FALSE,FALSE,,,,,,,,3,7,AdditionalCoded
38337,38337_1250066,1,1250066,Beliatta,6.0496,80.73252,PPL,populated place,6295630|6255147|LK|34|1250066,Earth|Asia|Sri Lanka|Southern Province|Beliatta,2,1,China Exim Bank loans Sri Lanka 180 million USD for second stage of Southern Highway project,,,CHN,Sri Lanka,LKA,210,Transport and Storage,,,Implementation,2006,2006,331093979,,110364659.666667,,TRUE,FALSE,2006,TRUE,210,Transport and Storage,Loan (excluding debt rescheduling),Sri Lanka,Sri Lanka,17,"Export-Import Bank of China, Government Agency",,"China Harbour Engineering Co., Ltd., State-Owned Company",,,OOF-like,Mixed,180000000,USD,0.543652291,1,331093979,180000000,,,,,1,780,640,Sri Lanka,LKA,LK,144,524,FALSE,FALSE,FALSE,No Information,,,,,Colombo; Galle; Matara,,10,8,AdditionalCoded
38337,38337_1223383,1,1223383,Wetiya,6.2156,80.9432,PPL,populated place,6295630|6255147|LK|34|1223383,Earth|Asia|Sri Lanka|Southern Province|Wetiya,2,1,China Exim Bank loans Sri Lanka 180 million USD for second stage of Southern Highway project,,,CHN,Sri Lanka,LKA,210,Transport and Storage,,,Implementation,2006,2006,331093979,,110364659.666667,,TRUE,FALSE,2006,TRUE,210,Transport and Storage,Loan (excluding debt rescheduling),Sri Lanka,Sri Lanka,17,"Export-Import Bank of China, Government Agency",,"China Harbour Engineering Co., Ltd., State-Owned Company",,,OOF-like,Mixed,180000000,USD,0.543652291,1,331093979,180000000,,,,,1,780,640,Sri Lanka,LKA,LK,144,524,FALSE,FALSE,FALSE,No Information,,,,,Colombo; Galle; Matara,,10,8,AdditionalCoded
39002,39002_1223114,1,1223114,Weeraketiya,6.151,80.7643,PPL,populated place,6295630|6255147|LK|34|1223114,Earth|Asia|Sri Lanka|Southern Province|Weeraketiya,2,1,China Development Bank loans 100 million USD to Sri Lanka for Priority Road Project 3' (Phase II) ,,,CHN,Sri Lanka,LKA,210,Transport and Storage,,,Implementation,2014,2014,100000000,,33333333.3333333,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Sri Lanka,Sri Lanka,3,"China Development Bank (CDB), Government Agency",,,,,OOF-like,Development,100000000,USD,1,1,100000000,100000000,,,,,1,780,640,Sri Lanka,LKA,LK,144,524,FALSE,FALSE,FALSE,,,15,3,,Matara and Hambantota Districts,,4,7,AdditionalCoded
39002,39002_1235225,1,1235225,Middeniya,6.2502,80.7634,PPL,populated place,6295630|6255147|LK|34|1235225,Earth|Asia|Sri Lanka|Southern Province|Middeniya,2,1,China Development Bank loans 100 million USD to Sri Lanka for Priority Road Project 3' (Phase II) ,,,CHN,Sri Lanka,LKA,210,Transport and Storage,,,Implementation,2014,2014,100000000,,33333333.3333333,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Sri Lanka,Sri Lanka,3,"China Development Bank (CDB), Government Agency",,,,,OOF-like,Development,100000000,USD,1,1,100000000,100000000,,,,,1,780,640,Sri Lanka,LKA,LK,144,524,FALSE,FALSE,FALSE,,,15,3,,Matara and Hambantota Districts,,4,7,AdditionalCoded
39002,39002_1227037,1,1227037,Tangalle,6.02338,80.79738,PPL,populated place,6295630|6255147|LK|34|1227037,Earth|Asia|Sri Lanka|Southern Province|Tangalle,2,1,China Development Bank loans 100 million USD to Sri Lanka for Priority Road Project 3' (Phase II) ,,,CHN,Sri Lanka,LKA,210,Transport and Storage,,,Implementation,2014,2014,100000000,,33333333.3333333,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Sri Lanka,Sri Lanka,3,"China Development Bank (CDB), Government Agency",,,,,OOF-like,Development,100000000,USD,1,1,100000000,100000000,,,,,1,780,640,Sri Lanka,LKA,LK,144,524,FALSE,FALSE,FALSE,,,15,3,,Matara and Hambantota Districts,,4,7,AdditionalCoded
39004,39004_1241412,1,1241412,Pahala Karagahamuna,7.0061,79.9368,PPL,populated place,6295630|6255147|LK|36|1241412,Earth|Asia|Sri Lanka|Western Province|Pahala Karagahamuna,2,1,China loans $494.03m to Sri Lanka for Construction of Outer Circular Highway Project _„_Phase III ,,,CHN,Sri Lanka,LKA,210,Transport and Storage,,,Implementation,2014,2014,494030000,,98806000,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Export credits,Sri Lanka,Sri Lanka,4,"Export-Import Bank of China, Government Agency",,"China Metallurgical Construction Corporation - Capital Engineering & Research Incorporation, Ltd. (MCC-CERI), State-Owned Company",,,OOF-like,Mixed,494030000,USD,1,1,494030000,494030000,,,,,1,780,640,Sri Lanka,LKA,LK,144,524,FALSE,FALSE,FALSE,Concessional,2.25,20,5,52.84,Colombo and Gambaha districts,,3,8,AdditionalCoded
39004,39004_1244245,1,1244245,Hewagama,6.9275,79.9737,PPL,populated place,6295630|6255147|LK|36|1244245,Earth|Asia|Sri Lanka|Western Province|Hewagama,2,1,China loans $494.03m to Sri Lanka for Construction of Outer Circular Highway Project _„_Phase III ,,,CHN,Sri Lanka,LKA,210,Transport and Storage,,,Implementation,2014,2014,494030000,,98806000,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Export credits,Sri Lanka,Sri Lanka,4,"Export-Import Bank of China, Government Agency",,"China Metallurgical Construction Corporation - Capital Engineering & Research Incorporation, Ltd. (MCC-CERI), State-Owned Company",,,OOF-like,Mixed,494030000,USD,1,1,494030000,494030000,,,,,1,780,640,Sri Lanka,LKA,LK,144,524,FALSE,FALSE,FALSE,Concessional,2.25,20,5,52.84,Colombo and Gambaha districts,,3,8,AdditionalCoded
